episode,avg_reward
813,247.81
814,245.59
815,242.64
816,239.07
817,239.51
818,235.84
819,231.25
820,227.9
821,226.01
822,224.58
823,222.94
824,221.29
825,219.7
826,218.33
827,216.67
828,217.27
829,217.91
830,216.33
831,212.81
832,208.77
833,205.04
834,202.21
835,197.8
836,194.25
837,190.3
838,186.94
839,183.83
840,179.73
841,175.61
842,171.53
843,167.46
844,163.42
845,159.33
846,155.2
847,151.08
848,148.64
849,144.57
850,140.52
851,136.43
852,132.34
853,128.32
854,124.26
855,120.03
856,115.98
857,116.71
858,112.63
859,108.59
860,107.94
861,107.8
862,105.64
863,105.38
864,101.4
865,97.41
866,93.45
867,89.45
868,89.16
869,85.14
870,84.82
871,84.91
872,85.09
873,85.16
874,85.21
875,85.29
876,84.88
877,84.99
878,84.96
879,85.06
880,85.13
881,85.23
882,85.4
883,85.6
884,85.9
885,86.08
886,87.0
887,87.45
888,88.06
889,88.59
890,89.08
891,89.59
892,90.66
893,91.18
894,91.99
895,92.72
896,93.12
897,93.6
898,94.62
899,95.15
900,95.66
901,96.26
902,96.74
903,100.89
904,101.4
905,102.0
906,102.59
907,103.11
908,103.63
909,104.15
910,104.64
911,108.7
912,112.9
913,116.96
914,121.07
915,125.83
916,129.88
917,133.96
918,138.1
919,142.97
920,147.08
921,151.96
922,156.07
923,160.22
924,164.32
925,168.39
926,172.46
927,176.56
928,180.66
929,184.77
930,188.87
931,192.96
932,197.06
933,201.18
934,205.23
935,210.13
936,214.23
937,218.32
938,222.39
939,226.48
940,230.58
941,231.21
942,235.29
943,239.36
944,243.4
945,247.49
946,251.62
947,255.74
948,256.52
949,260.59
950,264.64
951,268.73
952,268.92
953,272.94
954,277.0
955,281.23
956,285.28
957,289.31
958,293.39
959,297.43
960,301.55
961,305.55
962,309.54
963,313.57
964,317.55
965,321.54
966,325.5
967,329.5
968,333.49
969,337.51
970,341.47
971,345.33
972,349.2
973,353.12
974,357.06
975,361.0
976,364.9
977,368.83
978,372.69
979,376.65
980,380.6
981,384.55
982,388.49
983,392.43
984,391.92
985,395.92
986,398.39
987,399.66
988,401.37
989,402.46
990,403.69
991,404.93
992,405.54
993,406.75
994,407.43
995,411.11
996,412.31
997,413.3
998,413.49
999,413.34
