episode,avg_reward
554,204.54
555,204.39
556,203.18
557,202.745
558,203.22
559,203.795
560,204.725
561,205.64
562,205.33
563,205.805
564,205.705
565,206.71
566,206.505
567,206.625
568,205.85
569,205.965
570,206.89
571,206.49
572,207.04
573,205.385
574,204.18
575,204.235
576,203.93
577,204.505
578,204.065
579,204.445
580,204.255
581,203.105
582,202.52
583,201.245
584,202.05
585,202.145
586,202.535
587,203.125
588,204.6
589,204.08
590,204.795
591,205.21
592,205.765
593,204.73
594,206.855
595,206.41
596,205.895
597,206.78
598,206.94
599,207.71
600,208.035
601,207.745
602,208.655
603,208.67
604,208.905
605,209.295
606,209.795
607,210.6
608,211.02
609,211.345
610,212.14
611,212.655
612,212.655
613,213.465
614,213.535
615,215.32
616,216.395
617,216.345
618,216.61
619,217.53
620,216.85
621,217.835
622,217.32
623,218.49
624,219.235
625,219.065
626,219.07
627,220.02
628,220.735
629,219.64
630,220.225
631,220.275
632,219.685
633,219.66
634,220.52
635,221.015
636,221.425
637,221.52
638,223.095
639,224.03
640,224.545
641,226.855
642,227.57
643,227.945
644,228.535
645,228.83
646,228.49
647,228.625
648,229.54
649,229.615
650,229.725
651,229.845
652,230.475
653,231.625
654,231.325
655,232.04
656,232.81
657,234.415
658,236.28
659,235.73
660,236.2
661,235.57
662,236.995
663,237.505
664,237.635
665,236.745
666,237.79
667,237.66
668,238.82
669,239.615
670,240.835
671,242.895
672,243.365
673,244.585
674,246.11
675,247.725
676,249.075
677,248.9
678,250.595
679,251.05
680,252.705
681,253.305
682,252.77
683,254.02
684,254.165
685,255.58
686,255.885
687,255.71
688,254.69
689,256.345
690,256.5
691,257.205
692,257.975
693,258.645
694,258.025
695,258.81
696,259.38
697,259.4
698,259.51
699,259.68
700,259.36
701,261.03
702,260.015
703,260.42
704,261.08
705,260.835
706,261.59
707,262.21
708,261.56
709,261.065
710,260.235
711,259.975
712,259.015
713,260.05
714,260.935
715,260.265
716,259.94
717,258.835
718,258.4
719,258.21
720,258.07
721,259.675
722,260.7
723,260.235
724,259.56
725,259.45
726,261.485
727,261.3
728,260.535
729,261.76
730,261.85
731,263.725
732,264.35
733,265.105
734,264.425
735,264.95
736,265.9
737,266.705
738,266.725
739,267.37
740,266.865
741,264.335
742,265.75
743,264.995
744,265.105
745,265.235
746,265.21
747,265.755
748,266.465
749,267.51
750,268.025
751,267.31
752,267.94
753,267.59
754,268.805
755,268.66
756,268.835
757,268.23
758,267.825
759,269.205
760,268.865
761,270.16
762,270.74
763,270.24
764,270.585
765,271.845
766,271.42
767,273.005
768,272.935
769,273.335
770,272.155
771,270.975
772,271.215
773,272.56
774,273.01
775,273.34
776,274.11
777,274.905
778,274.755
779,275.625
780,275.345
781,274.605
782,275.015
783,274.8
784,274.645
785,274.895
786,275.3
787,275.88
788,276.71
789,276.735
790,276.88
791,278.185
792,277.64
793,278.56
794,278.37
795,278.815
796,279.725
797,280.69
798,282.35
799,282.29
800,284.61
801,283.99
802,285.615
803,285.385
804,286.265
805,286.65
806,287.535
807,287.385
808,288.78
809,289.255
810,290.425
811,290.895
812,291.96
813,291.47
814,293.255
815,293.465
816,293.84
817,295.39
818,295.74
819,297.42
820,299.295
821,297.725
822,298.91
823,299.28
824,300.495
825,302.105
826,301.205
827,302.83
828,303.235
829,303.095
830,303.205
831,303.12
832,302.685
833,304.04
834,305.525
835,306.705
836,307.205
837,307.86
838,309.385
839,309.74
840,312.195
841,313.295
842,312.22
843,314.43
844,316.5
845,316.52
846,317.815
847,319.235
848,318.805
849,318.76
850,319.395
851,322.22
852,323.115
853,322.905
854,324.105
855,326.17
856,328.5
857,331.14
858,331.15
859,331.66
860,332.66
861,332.91
862,334.18
863,335.615
864,336.145
865,334.755
866,336.12
867,336.735
868,337.095
869,337.67
870,339.08
871,339.54
872,340.11
873,340.335
874,340.615
875,339.475
876,339.165
877,339.115
878,340.505
879,341.125
880,341.645
881,343.35
882,343.725
883,344.055
884,344.695
885,345.335
886,345.22
887,345.36
888,346.37
889,346.12
890,346.72
891,346.81
892,348.39
893,348.77
894,349.725
895,351.26
896,351.15
897,352.32
898,353.105
899,355.065
900,354.205
901,354.59
902,355.87
903,357.525
904,357.865
905,359.18
906,359.425
907,361.18
908,362.21
909,364.165
910,364.96
911,366.82
912,366.94
913,366.45
914,366.54
915,368.15
916,368.96
917,369.545
918,371.07
919,371.68
920,372.14
921,374.22
922,375.025
923,376.165
924,378.265
925,379.25
926,380.985
927,380.94
928,382.86
929,383.725
930,384.965
931,385.55
932,387.46
933,387.745
934,388.935
935,389.51
936,390.18
937,390.6
938,391.12
939,392.135
940,392.33
941,393.475
942,395.895
943,396.785
944,397.18
945,399.16
946,398.71
947,398.325
948,399.905
949,400.79
950,401.715
951,401.315
952,402.325
953,404.23
954,404.825
955,405.49
956,405.605
957,405.12
958,404.83
959,403.56
960,404.09
961,404.155
962,404.245
963,404.67
964,406.925
965,408.815
966,409.14
967,409.115
968,411.045
969,411.86
970,412.4
971,414.05
972,415.525
973,415.83
974,415.475
975,417.78
976,419.54
977,420.78
978,421.455
979,422.93
980,423.87
981,425.25
982,427.825
983,429.895
984,431.425
985,432.57
986,435.05
987,436.55
988,437.67
989,439.475
990,440.39
991,441.305
992,441.425
993,441.515
994,442.07
995,442.1
996,443.15
997,442.695
998,442.88
999,442.885
